Function,Limit,Time
Comprehension,76,0.07383763457456638
Iterable,76,0.026108245459113277
Functional,77,0.06116148316340109
Comprehension,77,0.06100200492566721
Iterable,77,0.016925614849792936
Functional,78,0.06890959912934402
Comprehension,78,0.10018351839782813
Iterable,78,0.021955100560107965
Functional,79,0.0627906086265888
Comprehension,79,0.052148988990869505
Iterable,79,0.05998710752662273
Functional,80,0.0613304353558517
Comprehension,80,0.08189562780937276
Iterable,80,0.014702393476234477
Functional,81,0.08527546115461515
Comprehension,81,0.06593280360768183
Iterable,81,0.010141868524403463
Functional,82,0.07068122866139781
Comprehension,82,0.07762761120942585
Iterable,82,0.043174785385319936
Functional,83,0.059376037447385954
Comprehension,83,0.05666135467289024
Iterable,83,0.05748440448891756
Functional,84,0.06996791882084175
Comprehension,84,0.10126275973932408
Iterable,84,0.02909885716473859
Functional,85,0.0790719945556333
Comprehension,85,0.08084599257636604
Iterable,85,0.022014707525201516
Functional,86,0.06383984911148133
Comprehension,86,0.08578429147253352
Iterable,86,0.039847848287246634
Functional,87,0.06905052420575686
Comprehension,87,0.07303155892740598
Iterable,87,0.030235731730760662
Functional,88,0.07141309166327581
Comprehension,88,0.08537414818291644
Iterable,88,0.018515660249773802
Functional,89,0.06246612567753651
Comprehension,89,0.060696469886048376
Iterable,89,0.06079792015114016
Functional,90,0.07395645375664017
Comprehension,90,0.11396970150331853
Iterable,90,0.015248330116794051
Functional,91,0.06722047195294856
Comprehension,91,0.07032279737460989
Iterable,91,0.020813883764837726
Functional,92,0.07639441810377967
Comprehension,92,0.09028402521493106
Iterable,92,0.02940833968548695
Functional,93,0.0678923332416197
Comprehension,93,0.08499203200933536
Iterable,93,0.03557785794673407
Functional,94,0.06991778581046404
Comprehension,94,0.09129931736208796
Iterable,94,0.0444182419419068
Functional,95,0.08123047723862697
Comprehension,95,0.08040703267448635
Iterable,95,0.03861544467782707
Functional,96,0.07861763947733813
Comprehension,96,0.10799834679490061
Iterable,96,0.013468805622476765
Functional,97,0.07457857678304869
Comprehension,97,0.08889845933758878
Iterable,97,0.07723246834810915
Functional,98,0.07955911372732771
Comprehension,98,0.09632840832428968
Iterable,98,0.016232042414895176
Functional,99,0.07277418315759832
Comprehension,99,0.08695471962817791
Iterable,99,0.018057752438457086
Functional,100,0.0732826187274025
Comprehension,100,0.11931932793344302
Iterable,100,0.016463759557344915
Functional,101,0.07266444318212706
Comprehension,101,0.06737679220577775
Iterable,101,0.06842090096519904
Functional,102,0.07627441467736595
Comprehension,102,0.11315730988634698
Iterable,102,0.02481623488460194
Functional,103,0.0723052223991143
Comprehension,103,0.06779561995388583
Iterable,103,0.07027187486800734
Functional,104,0.07943397857544099
Comprehension,104,0.0993920484308557
Iterable,104,0.021725751906338076
Functional,105,0.08143653575371701
Comprehension,105,0.12584254050411658
Iterable,105,0.01799854022147862
Functional,106,0.07818183756036134
Comprehension,106,0.09755765394880278
Iterable,106,0.04961036387486395
Functional,107,0.07449962716040659
Comprehension,107,0.07115216316044837
Iterable,107,0.07420553981607192
Functional,108,0.08043624403486227
Comprehension,108,0.11691570667215068
Iterable,108,0.015315437296038681
Functional,109,0.07591361490189819
Comprehension,109,0.07279431531136993
Iterable,109,0.07622783440000802
Functional,110,0.08422424692915698
Comprehension,110,0.11879036546175037
Iterable,110,0.02069703832333225
Functional,111,0.08189562780937365
Comprehension,111,0.09611406009882195
Iterable,111,0.0382143805948143
Functional,112,0.08216208278578385
Comprehension,112,0.1089974542694172
Iterable,112,0.017798797676196187
Functional,113,0.08230340261031088
Comprehension,113,0.07645205132830668
Iterable,113,0.07958871983581517
Functional,114,0.08593311151120986
Comprehension,114,0.12688980724844257
Iterable,114,0.028312518923238272
Functional,115,0.08399174029047884
Comprehension,115,0.09172248733944244
Iterable,115,0.02975532327699426
Functional,116,0.0847180768187723
Comprehension,116,0.10820243156942766
Iterable,116,0.03234329190715002
Functional,117,0.08482979053480832
Comprehension,117,0.10109578128743912
Iterable,117,0.022241687690293332
Functional,118,0.08439714660273978
Comprehension,118,0.1116371349024039
Iterable,118,0.05357876665688899
Functional,119,0.08712959304232726
Comprehension,119,0.0898284858922942
Iterable,119,0.022925786170473472
Functional,120,0.0903171840564383
Comprehension,120,0.1428163146237189
Iterable,120,0.017229176148845227
Functional,121,0.08550954678574385
Comprehension,121,0.08543770262914308
Iterable,121,0.016644948941305415
Functional,122,0.08825620415740687
Comprehension,122,0.11399220214577355
Iterable,122,0.055176707019132465
Functional,123,0.09744594023277031
Comprehension,123,0.12142609861360754
Iterable,123,0.04092906336930824
Functional,124,0.08974874677342726
Comprehension,124,0.11950249105796829
Iterable,124,0.036377617624083314
Functional,125,0.08781132303382932
Comprehension,125,0.09596918754127515
Iterable,125,0.013994215361147866
Functional,126,0.09219579032717107
Comprehension,126,0.14803251619158075
Iterable,126,0.019325683378067282
Functional,127,0.0964653859195721
Comprehension,127,0.10252516420534974
Iterable,127,0.09057890205549057
Functional,128,0.09243066545452905
Comprehension,128,0.11696149745328199
Iterable,128,0.011987710701738763
Functional,129,0.09186262291962777
Comprehension,129,0.10845230712508425
Iterable,129,0.04281240661739716
Functional,130,0.09407044911677076
Comprehension,130,0.13756498047378685
Iterable,130,0.023561725380844223
Functional,131,0.09191433492245693
Comprehension,131,0.08806001434514599
Iterable,131,0.09122352572435233
Functional,132,0.09620090468372311
Comprehension,132,0.1504349532085314
Iterable,132,0.021467981388415325
Functional,133,0.09603826846108632
Comprehension,133,0.10087788032895162
Iterable,133,0.02720761895438173
Functional,134,0.0971510633922037
Comprehension,134,0.125942806524872
Iterable,134,0.05812626492098616
Functional,135,0.09737291183182606
Comprehension,135,0.1274898243805147
Iterable,135,0.015219908252642966
Functional,136,0.0975793650950294
Comprehension,136,0.12794891643616424
Iterable,136,0.0249784763591272
Functional,137,0.09410518695073122
Comprehension,137,0.09018889091964866
Iterable,137,0.09264067145075217
Functional,138,0.10130973476479355
Comprehension,138,0.15696882397826428
Iterable,138,0.046614225695655875
Functional,139,0.1315758621002736
Comprehension,139,0.09230908303565855
Iterable,139,0.09269198870546802
Functional,140,0.10403428624211841
Comprehension,140,0.15563339111129793
Iterable,140,0.01961069151579764
Functional,141,0.09926691327897075
Comprehension,141,0.12119556571549595
Iterable,141,0.047387142501303714
Functional,142,0.10136065727139965
Comprehension,142,0.13241864932195924
Iterable,142,0.06131227694264396
Functional,143,0.10095288247046241
Comprehension,143,0.10590776078738173
Iterable,143,0.022944734079906937
Functional,144,0.10541827312700747
Comprehension,144,0.15641854510845832
Iterable,144,0.015013060241322762
Functional,145,0.10146250228460474
Comprehension,145,0.11466051070142314
Iterable,145,0.03315370978355503
Functional,146,0.1026574048232689
Comprehension,146,0.13531294248796044
Iterable,146,0.06483974608222098
Functional,147,0.10552919734681865
Comprehension,147,0.13427080746910747
Iterable,147,0.019029227545050986
Functional,148,0.1040753400458918
Comprehension,148,0.13931489885961312
Iterable,148,0.04045773412214615
Functional,149,0.10267003676289477
Comprehension,149,0.09749962597616246
Iterable,149,0.10036194454499636
Functional,150,0.11001511490525218
Comprehension,150,0.18049778526571103
Iterable,150,0.01729391483941356
Functional,151,0.10600210558643752
Comprehension,151,0.10062761002518172
Iterable,151,0.10310702292420615
Functional,152,0.10907087741847121
Comprehension,152,0.15693053341128405
Iterable,152,0.04633671777207482
Functional,153,0.1412381116671355
Comprehension,153,0.13292629539554213
Iterable,153,0.024320431254420072
Functional,154,0.11283835341087922
Comprehension,154,0.15968508574520968
Iterable,154,0.0215299568421905
Functional,155,0.10956549680431493
Comprehension,155,0.12135109647209674
Iterable,155,0.03812122004009666
Functional,156,0.1195447291060816
Comprehension,156,0.19047070159766477
Iterable,156,0.025903371188363167
Functional,157,0.11334126250709886
Comprehension,157,0.10469035760626255
Iterable,157,0.10728898443547408
Functional,158,0.11249808053729993
Comprehension,158,0.1476018460000752
Iterable,158,0.06789746496708915
Functional,159,0.11329310323728947
Comprehension,159,0.13567176852286522
Iterable,159,0.052884799473879696
Functional,160,0.11556172064386772
Comprehension,160,0.17112409656959926
Iterable,160,0.017289572610163617
Functional,161,0.11265361129390072
Comprehension,161,0.12292850993245352
Iterable,161,0.03129484091848411
Functional,162,0.1175844099759189
Comprehension,162,0.17879721039403407
Iterable,162,0.015427940508299542
Functional,163,0.11378219614954688
Comprehension,163,0.1088778455911168
Iterable,163,0.11169082064579783
Functional,164,0.11917406062778468
Comprehension,164,0.15306239665001087
Iterable,164,0.04224594307495266
Functional,165,0.11885668314477016
Comprehension,165,0.16560907068004482
Iterable,165,0.026986954759102844
Functional,166,0.1339763253766577
Comprehension,166,0.15624880341978198
Iterable,166,0.07292142420382319
Functional,167,0.11666938384951209
Comprehension,167,0.1122170198806991
Iterable,167,0.1130680968127642
Functional,168,0.12278442687113511
Comprehension,168,0.19769735530606525
Iterable,168,0.020909018060120133
Functional,169,0.11838377490515128
Comprehension,169,0.11823179688157026
Iterable,169,0.02144192801294409
Functional,170,0.12238849451359357
Comprehension,170,0.18077766167797193
Iterable,170,0.026924979305327668
Functional,171,0.12077200099002638
Comprehension,171,0.148198310399124
Iterable,171,0.028127776806257998
Functional,172,0.12277732140509912
Comprehension,172,0.16274714685932423
Iterable,172,0.04553458960604573
Functional,173,0.12041949092493809
Comprehension,173,0.11474775003443938
Iterable,173,0.11698399809573345
Functional,174,0.1257560906673234
Comprehension,174,0.2040693793493844
Iterable,174,0.04651119643811086
Functional,175,0.1333751240002492
Comprehension,175,0.15002559941514093
Iterable,175,0.018698033878074227
Functional,176,0.12435789285035881
Comprehension,176,0.176830575294062
Iterable,176,0.021599432510107874
Functional,177,0.123810377217346
Comprehension,177,0.14854095176138316
Iterable,177,0.057358479840807775
Functional,178,0.1566609204499656
Comprehension,178,0.16954944634603208
Iterable,178,0.07689693245188778
Functional,179,0.1208138442900264
Comprehension,179,0.11587949287499555
Iterable,179,0.12845814150220036
Functional,180,0.1297442308550103
Comprehension,180,0.21978272274353117
Iterable,180,0.018268547930908596
Functional,181,0.12423236295035878
Comprehension,181,0.11835180030797687
Iterable,181,0.11937617166174874
Functional,182,0.1283768233908802
Comprehension,182,0.19737247760890142
Iterable,182,0.03985850648630418
Functional,183,0.17568106878841405
Comprehension,183,0.22685345094721754
Iterable,183,0.08643838909610935
Functional,184,0.1531926635273635
Comprehension,184,0.20186234264846803
Iterable,184,0.04651119643811086
Functional,185,0.15332056191603982
Comprehension,185,0.17608055387897537
Iterable,185,0.042765826340044555
Functional,186,0.15813135717164784
Comprehension,186,0.2189229613529733
Iterable,186,0.040718662624975366
Functional,187,0.13148704377480414
Comprehension,187,0.13749589955397568
Iterable,187,0.025364540013839587
Functional,188,0.1335278915200604
Comprehension,188,0.2123282993738158
Iterable,188,0.04957957352203124
Functional,189,0.1337331605389238
Comprehension,189,0.17205886010166438
Iterable,189,0.019904778860130534
Functional,190,0.13597848780682398
Comprehension,190,0.2033497535390154
Iterable,190,0.0302144153326509
Functional,191,0.13203811214083316
Comprehension,191,0.12662966824183997
Iterable,191,0.1286452521078516
Functional,192,0.13682443301341607
Comprehension,192,0.2135097804766275
Iterable,192,0.01668245001206259
Functional,193,0.1321715370030958
Comprehension,193,0.13255286368044494
Iterable,193,0.15423993027169303
Functional,194,0.14113271392091065
Comprehension,194,0.18524660506754032
Iterable,194,0.08133350649617199
Functional,195,0.14001912949356665
Comprehension,195,0.2120168431124938
Iterable,195,0.025503886097801853
Functional,196,0.1389860736813162
Comprehension,196,0.19747984909568572
Iterable,196,0.019564900734664548
Functional,197,0.13854474529075844
Comprehension,197,0.1298760767248197
Iterable,197,0.14362475875955738
Functional,198,0.14963085130194287
Comprehension,198,0.25548768958272206
Iterable,198,0.032417504552434195
Functional,199,0.14857490009912055
Comprehension,199,0.14106955422280265
Iterable,199,0.14161588561147198
Functional,200,0.14252814850107853
Comprehension,200,0.20698577840973087
Iterable,200,0.01717588515356283
Functional,201,0.15443651483207077
Comprehension,201,0.17572567532520367
Iterable,201,0.06945237778499802
Functional,202,0.14605364390009612
Comprehension,202,0.19289406026461364
Iterable,202,0.09145011114133439
Functional,203,0.14894793706609732
Comprehension,203,0.15252830245285054
Iterable,203,0.034367165483537576
Functional,204,0.14472136901803623
Comprehension,204,0.23998751016969777
Iterable,204,0.02878621665908554
Functional,205,0.14311711268597804
Comprehension,205,0.1602361541112387
Iterable,205,0.042875961063622015
Functional,206,0.141767863635053
Comprehension,206,0.1892971154571086
Iterable,206,0.0848305800310385
Functional,207,0.1440874035482338
Comprehension,207,0.17594989225349877
Iterable,207,0.0334442443948717
Functional,208,0.21833597090864743
Comprehension,208,0.20107205692583818
Iterable,208,0.03734080302029241
Functional,209,0.1687335019960443
Comprehension,209,0.15380886533208127
Iterable,209,0.029186885993979672
Functional,210,0.1520546047170015
Comprehension,210,0.2767997454664126
Iterable,210,0.023923314652535055
Functional,211,0.16113183758009342
Comprehension,211,0.15036429329627055
Iterable,211,0.14387739755200357
Functional,212,0.1491607062991136
Comprehension,212,0.20048782971829127
Iterable,212,0.05548184731063799
Functional,213,0.14990164850759413
Comprehension,213,0.18148426080060176
Iterable,213,0.0651026483256203
Functional,214,0.15116878995097238
Comprehension,214,0.20120311329942098
Iterable,214,0.08806396182627907
Functional,215,0.16638159273757935
Comprehension,215,0.17089474791583115
Iterable,215,0.04888876432393374
Functional,216,0.15566457621223861
Comprehension,216,0.2463453232809414
Iterable,216,0.017024696626208424
Functional,217,0.15253738165944952
Comprehension,217,0.16589368406966543
Iterable,217,0.03910966931556459
Functional,218,0.16469522879798149
Comprehension,218,0.22371165071423604
Iterable,218,0.10971510633922321
Functional,219,0.1513985333528609
Comprehension,219,0.1899002905740872
Iterable,219,0.06901262838688638
Functional,220,0.16371546398100634
Comprehension,220,0.24048647178479143
Iterable,220,0.023991606076116057
Functional,221,0.15668223684807714
Comprehension,221,0.16037471069897435
Iterable,221,0.026105482222327225
Functional,222,0.15851505233768393
Comprehension,222,0.25288511527237034
Iterable,222,0.04579433386453502
Functional,223,0.15429045803018226
Comprehension,223,0.14581126855858884
Iterable,223,0.151358663793431
Functional,224,0.15742278430845147
Comprehension,224,0.2273133324991008
Iterable,224,0.021864703242187034
Functional,225,0.1622150264027269
Comprehension,225,0.2177225323407228
Iterable,225,0.019607138782774314
Functional,226,0.15941942026502431
Comprehension,226,0.211763414823821
Iterable,226,0.09981521840821017
Functional,227,0.15584221286317756
Comprehension,227,0.15059443144626528
Iterable,227,0.1748998622723832
Functional,228,0.18107569650344146
Comprehension,228,0.26756540285426667
Iterable,228,0.03204959931092333
Functional,229,0.15823280743673962
Comprehension,229,0.15206249967926766
Iterable,229,0.15473139167262673
Functional,230,0.16336571715271475
Comprehension,230,0.24787734070827838
Iterable,230,0.03657854441370745
Functional,231,0.16654817644135278
Comprehension,231,0.2228534683161385
Iterable,231,0.023304744359144536
Functional,232,0.16334558499893603
Comprehension,232,0.2216175119736974
Iterable,232,0.03760804749293101
Functional,233,0.16236542543385468
Comprehension,233,0.1554833868282799
Iterable,233,0.15824030765088537
Functional,234,0.18914395318918764
Comprehension,234,0.34260583492975627
Iterable,234,0.03557154197692114
Functional,235,0.17676465235915373
Comprehension,235,0.18602978532413061
Iterable,235,0.05293019550689593
Functional,236,0.16604921482626622
Comprehension,236,0.2531547282336888
Iterable,236,0.05704268135023938
Functional,237,0.1645254871093016
Comprehension,237,0.20361462952297416
Iterable,237,0.07250338595193995
Functional,238,0.16947799693754462
Comprehension,238,0.24800089686771543
Iterable,238,0.028749505084554983
Functional,239,0.17337139757806597
Comprehension,239,0.15982877405841833
Iterable,239,0.1616079038046223
Functional,240,0.17244610800071314
Comprehension,240,0.2963658304454242
Iterable,240,0.020718354721445564
Functional,241,0.16971326681301235
Comprehension,241,0.16139197658669957
Iterable,241,0.1636455935649721
Functional,242,0.17103093601487984
Comprehension,242,0.2659224612071185
Iterable,242,0.029342811498700883
Functional,243,0.1724678191469451
Comprehension,243,0.20645089471633327
Iterable,243,0.015345438152642998
Functional,244,0.1728045392874975
Comprehension,244,0.2322267622641334
Iterable,244,0.06322048932186419
Functional,245,0.20862437782762555
Comprehension,245,0.2216269859284168
Iterable,245,0.020486242830884294
Functional,246,0.17380285726579814
Comprehension,246,0.2845577301351909
Iterable,246,0.047680835097530405
Functional,247,0.17459116924785434
Comprehension,247,0.18146333915060353
Iterable,247,0.030818379945849017
Functional,248,0.17426668629880027
Comprehension,248,0.2405677898961116
Iterable,248,0.04359282363720496
Functional,249,0.1753479013808672
Comprehension,249,0.21352596514926603
Iterable,249,0.07859395459054497
Functional,250,0.1754746155252036
Comprehension,250,0.2652363889863665
Iterable,250,0.018844090679962733
Functional,251,0.17272006319127797
Comprehension,251,0.16751767780738192
Iterable,251,0.17049092059602344
Functional,252,0.1787628673081869
Comprehension,252,0.30611966157454873
Iterable,252,0.02368212355536059
Functional,253,0.17634187712991434
Comprehension,253,0.19636863315702158
Iterable,253,0.04568459388906376
Functional,254,0.19158112804011296
Comprehension,254,0.24041857510931663
Iterable,254,0.10420955440437751
Functional,255,0.18102319500438568
Comprehension,255,0.25436857868177754
Iterable,255,0.029522421890206374
Functional,256,0.1803572549374053
Comprehension,256,0.24181598343005817
Iterable,256,0.016226121193199106
Functional,257,0.17758809692328725
Comprehension,257,0.17076882326772136
Iterable,257,0.1971960252023024
Functional,258,0.18845511773164958
Comprehension,258,0.29628569657843684
Iterable,258,0.05114474979087902
Functional,259,0.1822153343062638
Comprehension,259,0.19812368326832086
Iterable,259,0.04410560143624309
Functional,260,0.18495567570811033
Comprehension,260,0.287163462430442
Iterable,260,0.027987246477948702
Functional,261,0.18388511882510272
Comprehension,261,0.22701411342929134
Iterable,261,0.037705945025010124
Functional,262,0.2094154530464749
Comprehension,262,0.2489096070243022
Iterable,262,0.1074579366279238
Functional,263,0.17865668006572832
Comprehension,263,0.17647727573273642
Iterable,263,0.1921381176278345
Functional,264,0.1860443910043159
Comprehension,264,0.31441884590651625
Iterable,264,0.026248381039295055
Functional,265,0.18965436249956724
Comprehension,265,0.20669445430218047
Iterable,265,0.05813889686061202
Functional,266,0.18856722619580069
Comprehension,266,0.2802281328295777
Iterable,266,0.03290028149488933
Functional,267,0.18714652773638818
Comprehension,267,0.2290119336302041
Iterable,267,0.0830269759018023
Functional,268,0.18645650803449598
Comprehension,268,0.25552598014969874
Iterable,268,0.06634768387465328
Functional,269,0.18713902752223532
Comprehension,269,0.18278337684115797
Iterable,269,0.21352083342380013
Functional,270,0.1930140636910238
Comprehension,270,0.34110066037412423
Iterable,270,0.021792464337465844
Functional,271,0.19592454152967775
Comprehension,271,0.1978138059994592
Iterable,271,0.18826011216371796
Functional,272,0.19216377625518533
Comprehension,272,0.269556117589147
Iterable,272,0.030076253493021454
Functional,273,0.20385661011637524
Comprehension,273,0.2717939446428943
Iterable,273,0.028183436290220243
Functional,274,0.19326946572027737
Comprehension,274,0.26318172505715154
Iterable,274,0.1134987670042591
Functional,275,0.19836605860983525
Comprehension,275,0.22940865548397937
Iterable,275,0.0248884737893178
Functional,276,0.19767011768625764
Comprehension,276,0.3233018626979316
Iterable,276,0.03922730425330201
Functional,277,0.21711146226148514
Comprehension,277,0.19090137178916677
Iterable,277,0.18863946510052187
Functional,278,0.19461634628251545
Comprehension,278,0.26690775249767285
Iterable,278,0.11695241824668301
Functional,279,0.1963260003608127
Comprehension,279,0.24303101812249395
Iterable,279,0.04252700373154994
Functional,280,0.20341607122203698
Comprehension,280,0.3205982328705943
Iterable,280,0.024817813877064054
Functional,281,0.19397251210989452
Comprehension,281,0.1924779957533076
Iterable,281,0.19395830117781543
Functional,282,0.20313737905411244
Comprehension,282,0.32658814074032705
Iterable,282,0.05701939121155419
Functional,283,0.1972599743966299
Comprehension,283,0.1903333292542726
Iterable,283,0.19316564696649152
Functional,284,0.23201517727545706
Comprehension,284,0.30264429918589997
Iterable,284,0.07078938964441761
Functional,285,0.20620299290125388
Comprehension,285,0.28982761744644847
Iterable,285,0.035040605764663724
Functional,286,0.20809541535594178
Comprehension,286,0.3002872582019762
Iterable,286,0.02858331612888776
Functional,287,0.20301105965788224
Comprehension,287,0.22012694309825065
Iterable,287,0.04726477058622436
Functional,288,0.20717486275594865
Comprehension,288,0.3318667125100774
Iterable,288,0.019907147348803278
Functional,289,0.20147509474941216
Comprehension,289,0.20290960939279046
Iterable,289,0.037419752642932735
Functional,290,0.2206795904567258
Comprehension,290,0.31597533771687836
Iterable,290,0.04084932425044485
Functional,291,0.20748947700217002
Comprehension,291,0.2547376681676212
Iterable,291,0.12993173620877485
Functional,292,0.21071417433893203
Comprehension,292,0.28297400070502476
Iterable,292,0.07509767055191219
